date,productId,productName,quantity,unitPrice,totalAmount
2023-08-29,P005,Gaming Mouse,6,59.78,358.68
2023-01-24,P003,Smart Watch Pro,17,210.64,3580.88
2024-08-10,P005,Gaming Mouse,6,61.23,367.38
2024-07-04,P005,Gaming Mouse,7,54.72,383.04
2023-08-10,P010,Bluetooth Speaker,15,65.47,982.05
2023-01-11,P001,Premium Headphones,2,153.19,306.38
2024-01-31,P010,Bluetooth Speaker,16,65.02,1040.32
2023-10-08,P007,1080p Webcam,13,88.12,1145.56
2023-09-29,P006,Mechanical Keyboard,16,137.95,2207.2
2024-04-26,P002,Wireless Earbuds,12,97.71,1172.52
2024-03-08,P006,Mechanical Keyboard,14,132.32,1852.48
2023-01-27,P010,Bluetooth Speaker,15,58.53,877.95
2023-03-13,P004,4K Action Camera,3,322.26,966.78
2023-05-30,P003,Smart Watch Pro,7,207.11,1449.77
2024-12-24,P001,Premium Headphones,6,153.35,920.1
2023-07-08,P007,1080p Webcam,4,88.75,355.0
2024-01-19,P006,Mechanical Keyboard,15,129.59,1943.85
2024-11-01,P010,Bluetooth Speaker,4,59.23,236.92
2023-03-04,P007,1080p Webcam,7,89.05,623.35
2023-08-30,P002,Wireless Earbuds,4,90.35,361.4
2023-02-03,P007,1080p Webcam,12,98.3,1179.6
2024-10-31,P006,Mechanical Keyboard,20,142.6,2852.0
2023-02-16,P007,1080p Webcam,13,89.56,1164.28
2023-03-01,P001,Premium Headphones,12,158.49,1901.88
2024-02-11,P001,Premium Headphones,13,142.79,1856.27
2023-09-10,P004,4K Action Camera,4,280.97,1123.88
2024-02-02,P002,Wireless Earbuds,13,96.75,1257.75
2024-04-25,P008,Noise Cancelling Headphones,10,214.12,2141.2
2023-09-22,P010,Bluetooth Speaker,4,63.22,252.88
2023-12-13,P006,Mechanical Keyboard,12,140.56,1686.72
2024-01-27,P002,Wireless Earbuds,12,97.78,1173.36
2023-07-18,P002,Wireless Earbuds,1,98.29,98.29
2024-01-29,P003,Smart Watch Pro,9,213.3,1919.7
2024-09-28,P008,Noise Cancelling Headphones,11,180.68,1987.48
2023-01-11,P004,4K Action Camera,1,298.66,298.66
2023-10-22,P002,Wireless Earbuds,20,97.91,1958.2
2023-01-30,P008,Noise Cancelling Headphones,4,210.14,840.56
2024-01-16,P003,Smart Watch Pro,20,195.26,3905.2
2023-05-18,P003,Smart Watch Pro,15,193.43,2901.45
2023-01-01,P004,4K Action Camera,4,280.27,1121.08
2023-11-24,P008,Noise Cancelling Headphones,6,217.95,1307.7
2023-10-10,P009,Fitness Tracker,17,73.77,1254.09
2023-09-23,P004,4K Action Camera,1,277.79,277.79
2023-01-01,P003,Smart Watch Pro,8,195.97,1567.76
2024-06-09,P009,Fitness Tracker,17,74.92,1273.64
2024-05-31,P006,Mechanical Keyboard,18,128.41,2311.38
2024-03-08,P007,1080p Webcam,6,93.43,560.58
2023-12-02,P003,Smart Watch Pro,4,212.61,850.44
2024-01-01,P001,Premium Headphones,1,163.01,163.01
2024-04-01,P010,Bluetooth Speaker,14,58.66,821.24
2023-02-23,P009,Fitness Tracker,11,83.18,914.98
2023-12-26,P005,Gaming Mouse,12,58.36,700.32
2023-12-10,P010,Bluetooth Speaker,19,57.55,1093.45
2024-10-17,P008,Noise Cancelling Headphones,18,190.05,3420.9
2023-03-28,P004,4K Action Camera,2,326.61,653.22
2024-05-27,P005,Gaming Mouse,3,60.59,181.77
2023-06-26,P010,Bluetooth Speaker,8,60.31,482.48
2024-08-30,P005,Gaming Mouse,9,62.6,563.4
2023-10-13,P004,4K Action Camera,14,325.89,4562.46
2023-04-30,P008,Noise Cancelling Headphones,16,180.62,2889.92
2024-02-28,P006,Mechanical Keyboard,5,134.69,673.45
2023-08-03,P004,4K Action Camera,4,304.27,1217.08
2024-12-21,P001,Premium Headphones,8,137.58,1100.64
2024-03-18,P001,Premium Headphones,11,142.24,1564.64
2024-11-09,P001,Premium Headphones,2,135.62,271.24
2024-06-07,P003,Smart Watch Pro,2,182.72,365.44
2023-08-11,P001,Premium Headphones,2,153.39,306.78
2024-02-19,P010,Bluetooth Speaker,18,60.73,1093.14
2023-09-08,P005,Gaming Mouse,8,59.09,472.72
2023-07-13,P001,Premium Headphones,1,148.3,148.3
2024-10-15,P007,1080p Webcam,16,91.84,1469.44
2024-12-17,P010,Bluetooth Speaker,13,59.47,773.11
2023-04-03,P009,Fitness Tracker,13,81.84,1063.92
2024-02-12,P003,Smart Watch Pro,9,187.39,1686.51
2023-01-19,P001,Premium Headphones,20,142.83,2856.6
2023-05-24,P008,Noise Cancelling Headphones,10,210.5,2105.0
2024-03-05,P008,Noise Cancelling Headphones,12,218.47,2621.64
2023-04-11,P010,Bluetooth Speaker,7,57.01,399.07
2024-12-21,P004,4K Action Camera,13,329.52,4283.76
2023-03-18,P009,Fitness Tracker,2,73.34,146.68
2024-01-18,P004,4K Action Camera,9,309.11,2781.99
2024-08-03,P006,Mechanical Keyboard,4,123.84,495.36
2023-02-14,P005,Gaming Mouse,10,62.1,621.0
2024-01-11,P009,Fitness Tracker,14,77.11,1079.54
2024-05-19,P006,Mechanical Keyboard,1,127.51,127.51
2024-08-20,P001,Premium Headphones,4,136.55,546.2
2024-04-25,P003,Smart Watch Pro,13,202.33,2630.29
2023-08-22,P006,Mechanical Keyboard,12,122.6,1471.2
2023-08-30,P003,Smart Watch Pro,4,205.01,820.04
2024-07-03,P009,Fitness Tracker,20,79.91,1598.2
2023-10-15,P009,Fitness Tracker,18,75.53,1359.54
2023-04-12,P007,1080p Webcam,17,93.81,1594.77
2024-08-26,P002,Wireless Earbuds,12,90.36,1084.32
2023-04-20,P005,Gaming Mouse,8,54.56,436.48
2024-10-02,P004,4K Action Camera,17,327.14,5561.38
2024-05-24,P004,4K Action Camera,1,290.12,290.12
2023-05-26,P007,1080p Webcam,19,84.62,1607.78
2024-12-29,P006,Mechanical Keyboard,5,129.77,648.85
2023-04-10,P007,1080p Webcam,1,84.98,84.98
2024-06-03,P010,Bluetooth Speaker,4,59.92,239.68
2023-11-08,P003,Smart Watch Pro,17,194.35,3303.95
2023-01-28,P006,Mechanical Keyboard,13,134.43,1747.59
2024-12-17,P001,Premium Headphones,14,144.72,2026.08
2023-02-24,P009,Fitness Tracker,17,84.61,1438.37
2023-05-13,P007,1080p Webcam,8,98.07,784.56
2024-03-03,P004,4K Action Camera,2,279.9,559.8
2023-04-14,P004,4K Action Camera,7,302.04,2114.28
2024-08-14,P007,1080p Webcam,10,96.34,963.4
2024-07-03,P009,Fitness Tracker,19,80.42,1527.98
2024-05-20,P001,Premium Headphones,11,163.29,1796.19
2024-06-29,P003,Smart Watch Pro,16,184.27,2948.32
2024-09-15,P006,Mechanical Keyboard,3,130.22,390.66
2024-10-25,P003,Smart Watch Pro,11,216.66,2383.26
2024-10-09,P001,Premium Headphones,3,135.85,407.55
2024-01-09,P005,Gaming Mouse,4,65.39,261.56
2023-05-04,P003,Smart Watch Pro,16,219.42,3510.72
2024-06-17,P002,Wireless Earbuds,1,93.33,93.33
2024-08-04,P003,Smart Watch Pro,14,188.35,2636.9
2024-05-25,P008,Noise Cancelling Headphones,6,187.22,1123.32
2024-12-07,P008,Noise Cancelling Headphones,18,218.48,3932.64
2023-08-24,P002,Wireless Earbuds,6,95.53,573.18
2023-03-29,P002,Wireless Earbuds,15,90.25,1353.75
2023-07-18,P006,Mechanical Keyboard,1,132.33,132.33
2023-05-20,P003,Smart Watch Pro,12,194.22,2330.64
2023-01-27,P005,Gaming Mouse,20,63.97,1279.4
2023-09-10,P003,Smart Watch Pro,4,197.6,790.4
2023-11-25,P008,Noise Cancelling Headphones,16,188.78,3020.48
2024-07-11,P008,Noise Cancelling Headphones,5,198.47,992.35
2023-03-12,P009,Fitness Tracker,2,84.02,168.04
2024-11-19,P005,Gaming Mouse,1,56.82,56.82
2023-07-01,P005,Gaming Mouse,5,57.8,289.0
2024-02-12,P001,Premium Headphones,1,150.07,150.07
2024-10-12,P005,Gaming Mouse,6,65.18,391.08
2024-07-21,P006,Mechanical Keyboard,20,133.41,2668.2
2024-07-28,P008,Noise Cancelling Headphones,19,186.35,3540.65
2024-03-30,P008,Noise Cancelling Headphones,11,209.28,2302.08
2024-05-28,P005,Gaming Mouse,10,64.0,640.0
2024-06-27,P001,Premium Headphones,17,151.82,2580.94
2024-10-12,P009,Fitness Tracker,18,77.19,1389.42
2023-05-01,P002,Wireless Earbuds,15,100.83,1512.45
2024-02-24,P010,Bluetooth Speaker,2,57.75,115.5
2023-08-20,P001,Premium Headphones,7,164.91,1154.37
2023-03-14,P004,4K Action Camera,7,273.17,1912.19
2023-03-13,P010,Bluetooth Speaker,16,54.02,864.32
2024-10-26,P007,1080p Webcam,16,89.39,1430.24
2023-06-13,P008,Noise Cancelling Headphones,10,211.59,2115.9
2024-11-12,P001,Premium Headphones,3,160.99,482.97
2024-01-28,P004,4K Action Camera,17,283.63,4821.71
2023-07-14,P002,Wireless Earbuds,20,97.08,1941.6
2023-09-04,P006,Mechanical Keyboard,7,132.88,930.16
2023-04-20,P006,Mechanical Keyboard,2,123.9,247.8
2023-01-14,P008,Noise Cancelling Headphones,5,214.3,1071.5
2023-06-01,P010,Bluetooth Speaker,11,56.87,625.57
2024-01-17,P010,Bluetooth Speaker,12,56.62,679.44
2023-03-12,P005,Gaming Mouse,12,57.98,695.76
2023-10-09,P010,Bluetooth Speaker,12,65.81,789.72
2023-04-15,P006,Mechanical Keyboard,1,134.12,134.12
2024-07-08,P006,Mechanical Keyboard,18,117.92,2122.56
2024-08-28,P006,Mechanical Keyboard,4,137.22,548.88
2024-11-01,P002,Wireless Earbuds,5,104.96,524.8
2024-08-15,P004,4K Action Camera,12,271.44,3257.28
2024-03-14,P006,Mechanical Keyboard,9,125.45,1129.05
2024-09-11,P008,Noise Cancelling Headphones,7,203.47,1424.29
2023-04-23,P005,Gaming Mouse,1,57.59,57.59
2024-07-24,P007,1080p Webcam,4,97.92,391.68
2023-08-04,P008,Noise Cancelling Headphones,6,190.57,1143.42
2023-09-14,P009,Fitness Tracker,9,84.81,763.29
2023-03-06,P004,4K Action Camera,18,303.17,5457.06
2024-12-28,P007,1080p Webcam,19,85.71,1628.49
2023-05-28,P001,Premium Headphones,10,149.45,1494.5
2023-01-24,P003,Smart Watch Pro,7,191.98,1343.86
2023-02-06,P006,Mechanical Keyboard,10,136.57,1365.7
2024-05-26,P006,Mechanical Keyboard,9,118.5,1066.5
2023-06-26,P004,4K Action Camera,5,293.07,1465.35
2024-10-19,P001,Premium Headphones,13,142.09,1847.17
2024-02-28,P001,Premium Headphones,1,143.04,143.04
2024-06-08,P001,Premium Headphones,3,159.4,478.2
2024-08-07,P001,Premium Headphones,13,146.57,1905.41
2023-03-13,P004,4K Action Camera,10,299.09,2990.9
2023-07-20,P003,Smart Watch Pro,9,219.94,1979.46
2024-06-30,P003,Smart Watch Pro,15,193.25,2898.75
2023-03-04,P010,Bluetooth Speaker,1,58.16,58.16
2024-05-29,P005,Gaming Mouse,20,61.2,1224.0
2023-12-20,P010,Bluetooth Speaker,6,59.87,359.22
2023-11-16,P006,Mechanical Keyboard,2,139.59,279.18
2024-11-20,P008,Noise Cancelling Headphones,5,180.2,901.0
2023-03-01,P010,Bluetooth Speaker,17,60.01,1020.17
2024-05-30,P003,Smart Watch Pro,16,211.08,3377.28
2024-12-10,P009,Fitness Tracker,12,80.09,961.08
2024-01-20,P006,Mechanical Keyboard,4,135.42,541.68
2023-09-03,P009,Fitness Tracker,17,74.84,1272.28
2023-03-14,P009,Fitness Tracker,9,86.77,780.93
2024-07-12,P006,Mechanical Keyboard,13,128.93,1676.09
2024-11-21,P005,Gaming Mouse,1,64.61,64.61
2023-05-19,P006,Mechanical Keyboard,3,139.65,418.95
2024-04-12,P003,Smart Watch Pro,5,212.76,1063.8
2024-04-17,P002,Wireless Earbuds,10,90.28,902.8
2024-07-16,P007,1080p Webcam,17,84.53,1437.01
2024-10-29,P007,1080p Webcam,1,83.46,83.46
2023-06-27,P010,Bluetooth Speaker,18,54.68,984.24
2023-08-12,P008,Noise Cancelling Headphones,2,217.1,434.2
2024-10-17,P009,Fitness Tracker,16,80.45,1287.2
2024-02-10,P002,Wireless Earbuds,4,96.72,386.88
2024-07-05,P009,Fitness Tracker,11,87.34,960.74
2024-04-01,P009,Fitness Tracker,17,85.84,1459.28
2024-04-21,P001,Premium Headphones,19,161.38,3066.22
2024-01-12,P010,Bluetooth Speaker,13,58.95,766.35
2024-10-05,P004,4K Action Camera,3,290.58,871.74
2024-08-27,P006,Mechanical Keyboard,14,134.08,1877.12
2024-07-10,P006,Mechanical Keyboard,4,141.43,565.72
2024-10-10,P002,Wireless Earbuds,20,102.36,2047.2
2024-08-30,P003,Smart Watch Pro,10,188.69,1886.9
2024-01-05,P003,Smart Watch Pro,2,217.62,435.24
2024-07-11,P010,Bluetooth Speaker,19,62.93,1195.67
2024-03-11,P004,4K Action Camera,5,305.75,1528.75
2023-04-07,P002,Wireless Earbuds,1,104.57,104.57
2023-11-18,P010,Bluetooth Speaker,9,60.6,545.4
2023-06-30,P005,Gaming Mouse,4,59.52,238.08
2023-07-08,P009,Fitness Tracker,11,76.69,843.59
2023-05-09,P010,Bluetooth Speaker,18,65.95,1187.1
2023-08-30,P003,Smart Watch Pro,17,194.53,3307.01
2024-03-29,P008,Noise Cancelling Headphones,20,213.05,4261.0
2024-02-05,P001,Premium Headphones,16,161.35,2581.6
2024-10-24,P008,Noise Cancelling Headphones,7,204.41,1430.87
2023-07-12,P001,Premium Headphones,11,152.2,1674.2
2023-02-13,P006,Mechanical Keyboard,14,124.85,1747.9
2023-08-17,P008,Noise Cancelling Headphones,9,192.96,1736.64
2024-11-04,P002,Wireless Earbuds,17,103.06,1752.02
2023-05-09,P003,Smart Watch Pro,20,187.4,3748.0
2023-11-11,P010,Bluetooth Speaker,1,63.61,63.61
2023-10-04,P001,Premium Headphones,3,153.76,461.28
2023-11-22,P010,Bluetooth Speaker,15,55.85,837.75
2023-10-26,P007,1080p Webcam,12,82.05,984.6
2023-03-24,P004,4K Action Camera,14,289.49,4052.86
2024-05-06,P010,Bluetooth Speaker,7,65.35,457.45
2023-09-19,P004,4K Action Camera,7,302.23,2115.61
2023-04-27,P008,Noise Cancelling Headphones,18,182.48,3284.64
2024-12-04,P006,Mechanical Keyboard,11,134.82,1483.02
2023-10-23,P010,Bluetooth Speaker,4,56.53,226.12
2023-09-16,P008,Noise Cancelling Headphones,5,200.44,1002.2
2024-10-13,P002,Wireless Earbuds,5,106.51,532.55
2023-10-15,P002,Wireless Earbuds,10,107.7,1077.0
2023-02-15,P005,Gaming Mouse,9,62.86,565.74
2023-11-07,P001,Premium Headphones,20,147.73,2954.6
2023-06-11,P010,Bluetooth Speaker,1,55.55,55.55
2024-07-22,P010,Bluetooth Speaker,14,65.49,916.86
2023-07-23,P004,4K Action Camera,13,310.68,4038.84
2024-06-04,P005,Gaming Mouse,12,55.17,662.04
2023-03-10,P006,Mechanical Keyboard,7,137.97,965.79
2023-02-09,P007,1080p Webcam,11,82.4,906.4
2024-01-29,P001,Premium Headphones,7,160.6,1124.2
2024-10-16,P009,Fitness Tracker,18,79.69,1434.42
2024-01-05,P004,4K Action Camera,8,324.16,2593.28
2023-11-26,P003,Smart Watch Pro,19,191.93,3646.67
2024-03-08,P010,Bluetooth Speaker,13,59.65,775.45
2024-04-02,P006,Mechanical Keyboard,19,141.42,2686.98
2024-04-25,P007,1080p Webcam,15,85.86,1287.9
2023-08-14,P006,Mechanical Keyboard,15,128.44,1926.6
2023-09-14,P004,4K Action Camera,2,329.56,659.12
2024-08-07,P007,1080p Webcam,8,90.76,726.08
2024-01-05,P005,Gaming Mouse,8,65.84,526.72
2024-04-18,P001,Premium Headphones,12,158.38,1900.56
2023-12-27,P010,Bluetooth Speaker,11,59.04,649.44
2024-08-10,P010,Bluetooth Speaker,18,56.32,1013.76
2023-03-27,P003,Smart Watch Pro,3,215.82,647.46
2024-12-03,P005,Gaming Mouse,7,58.72,411.04
2023-11-04,P010,Bluetooth Speaker,12,54.74,656.88
2023-10-13,P007,1080p Webcam,6,96.18,577.08
2024-07-29,P003,Smart Watch Pro,16,218.31,3492.96
2023-05-26,P009,Fitness Tracker,15,75.94,1139.1
2023-06-07,P010,Bluetooth Speaker,14,58.69,821.66
2023-08-06,P002,Wireless Earbuds,8,95.97,767.76
2024-03-31,P002,Wireless Earbuds,17,91.47,1554.99
2023-06-26,P005,Gaming Mouse,18,56.3,1013.4
2023-09-14,P007,1080p Webcam,10,92.3,923.0
2023-06-04,P002,Wireless Earbuds,16,107.18,1714.88
2024-11-30,P007,1080p Webcam,16,94.8,1516.8
2023-11-30,P008,Noise Cancelling Headphones,17,192.44,3271.48
2024-06-08,P002,Wireless Earbuds,7,105.94,741.58
2023-06-08,P002,Wireless Earbuds,20,106.68,2133.6
2024-02-19,P006,Mechanical Keyboard,1,136.59,136.59
2023-03-13,P010,Bluetooth Speaker,17,63.85,1085.45
2024-05-14,P007,1080p Webcam,14,88.94,1245.16
2023-11-28,P010,Bluetooth Speaker,17,54.43,925.31
2023-08-20,P001,Premium Headphones,2,143.6,287.2
2023-03-20,P008,Noise Cancelling Headphones,11,207.7,2284.7
2024-12-09,P002,Wireless Earbuds,1,106.75,106.75
2024-01-22,P002,Wireless Earbuds,5,100.16,500.8
2024-07-25,P008,Noise Cancelling Headphones,9,218.47,1966.23
2023-06-30,P002,Wireless Earbuds,3,102.59,307.77
2024-10-08,P008,Noise Cancelling Headphones,14,202.22,2831.08
2023-03-04,P003,Smart Watch Pro,14,219.38,3071.32
2024-03-25,P003,Smart Watch Pro,6,187.12,1122.72
2024-06-08,P006,Mechanical Keyboard,19,140.45,2668.55
2023-01-25,P009,Fitness Tracker,4,87.23,348.92
2023-12-02,P005,Gaming Mouse,16,60.59,969.44
2023-04-25,P005,Gaming Mouse,16,62.94,1007.04
2023-05-12,P002,Wireless Earbuds,5,91.03,455.15
2024-05-18,P009,Fitness Tracker,7,78.29,548.03
2024-03-15,P009,Fitness Tracker,20,85.21,1704.2
2023-10-22,P009,Fitness Tracker,10,87.07,870.7
2023-12-27,P008,Noise Cancelling Headphones,20,206.01,4120.2
2024-05-25,P002,Wireless Earbuds,2,96.0,192.0
2024-03-18,P009,Fitness Tracker,16,78.31,1252.96
2023-06-15,P007,1080p Webcam,7,81.06,567.42
2024-08-28,P004,4K Action Camera,14,286.35,4008.9
2023-05-28,P007,1080p Webcam,7,93.02,651.14
2024-09-02,P003,Smart Watch Pro,19,207.55,3943.45
2023-01-18,P003,Smart Watch Pro,14,210.05,2940.7
2023-01-04,P007,1080p Webcam,16,82.88,1326.08
2023-09-19,P002,Wireless Earbuds,13,98.24,1277.12
2023-09-14,P010,Bluetooth Speaker,3,60.7,182.1
2024-08-03,P004,4K Action Camera,14,308.02,4312.28
2024-03-21,P010,Bluetooth Speaker,18,65.44,1177.92
2023-08-16,P009,Fitness Tracker,15,86.37,1295.55
2024-01-11,P004,4K Action Camera,19,326.7,6207.3
2024-05-25,P010,Bluetooth Speaker,8,55.0,440.0
2024-07-02,P004,4K Action Camera,4,287.41,1149.64
2023-01-12,P008,Noise Cancelling Headphones,10,194.16,1941.6
2024-09-28,P005,Gaming Mouse,11,61.16,672.76
2024-06-07,P009,Fitness Tracker,4,82.71,330.84
2023-08-12,P005,Gaming Mouse,19,64.1,1217.9
2024-11-17,P010,Bluetooth Speaker,13,61.58,800.54
2024-03-03,P006,Mechanical Keyboard,3,126.3,378.9
2023-05-22,P009,Fitness Tracker,18,81.71,1470.78
2023-09-25,P003,Smart Watch Pro,20,211.19,4223.8
2023-08-19,P007,1080p Webcam,3,91.06,273.18
2023-12-07,P009,Fitness Tracker,15,80.92,1213.8
2024-12-13,P002,Wireless Earbuds,17,90.99,1546.83
2023-06-26,P009,Fitness Tracker,18,84.15,1514.7
2024-01-10,P003,Smart Watch Pro,20,205.04,4100.8
2024-10-27,P006,Mechanical Keyboard,7,125.26,876.82
2024-11-20,P003,Smart Watch Pro,8,218.47,1747.76
2023-04-14,P008,Noise Cancelling Headphones,11,190.03,2090.33
2023-12-03,P002,Wireless Earbuds,15,99.01,1485.15
2024-02-13,P007,1080p Webcam,5,93.92,469.6
2023-11-08,P005,Gaming Mouse,17,58.05,986.85
2023-04-12,P007,1080p Webcam,4,88.83,355.32
2024-11-01,P009,Fitness Tracker,7,72.4,506.8
2024-05-04,P010,Bluetooth Speaker,3,63.05,189.15
2023-02-08,P003,Smart Watch Pro,4,198.21,792.84
2023-08-03,P003,Smart Watch Pro,16,202.01,3232.16
2023-10-25,P005,Gaming Mouse,11,56.76,624.36
2023-04-29,P008,Noise Cancelling Headphones,18,214.67,3864.06
2023-11-18,P008,Noise Cancelling Headphones,16,211.89,3390.24
2023-09-30,P007,1080p Webcam,13,81.32,1057.16
2024-07-04,P002,Wireless Earbuds,9,105.59,950.31
2024-02-19,P003,Smart Watch Pro,2,192.95,385.9
2023-04-19,P009,Fitness Tracker,5,84.31,421.55
2024-11-27,P004,4K Action Camera,14,322.47,4514.58
2023-02-20,P010,Bluetooth Speaker,7,55.74,390.18
2024-04-02,P007,1080p Webcam,9,94.4,849.6
2023-11-11,P007,1080p Webcam,8,82.23,657.84
2023-04-25,P005,Gaming Mouse,19,60.98,1158.62
2023-02-15,P010,Bluetooth Speaker,16,61.97,991.52
2023-08-17,P010,Bluetooth Speaker,17,57.36,975.12
2024-10-09,P003,Smart Watch Pro,5,200.25,1001.25
2023-09-16,P008,Noise Cancelling Headphones,9,192.86,1735.74
2024-06-24,P006,Mechanical Keyboard,2,142.05,284.1
2024-08-24,P004,4K Action Camera,9,306.47,2758.23
2024-04-08,P010,Bluetooth Speaker,5,64.13,320.65
2023-02-17,P004,4K Action Camera,8,271.04,2168.32
2023-09-09,P006,Mechanical Keyboard,10,140.83,1408.3
2024-03-17,P002,Wireless Earbuds,8,96.58,772.64
2024-02-02,P002,Wireless Earbuds,15,100.99,1514.85
2023-11-20,P005,Gaming Mouse,13,61.04,793.52
2023-11-25,P002,Wireless Earbuds,2,90.23,180.46
