date,productId,productName,quantity,unitPrice,totalAmount
2023-08-05,SKU003,Denim Jeans (Blue),7,59.99,419.93
2023-08-15,SKU003,Denim Jeans (Blue),8,59.99,479.92
2023-08-25,SKU003,Denim Jeans (Blue),9,59.99,539.91
2023-09-05,SKU003,Denim Jeans (Blue),10,69.99,699.90
2023-09-15,SKU003,Denim Jeans (Blue),11,69.99,769.89
2023-09-25,SKU003,Denim Jeans (Blue),12,69.99,839.88
2023-10-05,SKU003,Denim Jeans (Blue),13,69.99,909.87
2023-10-15,SKU003,Denim Jeans (Blue),14,69.99,979.86
2023-10-25,SKU003,Denim Jeans (Blue),15,69.99,1049.85
2023-11-05,SKU003,Denim Jeans (Blue),17,64.99,1104.83
2023-11-15,SKU003,Denim Jeans (Blue),19,64.99,1234.81
2023-11-25,SKU003,Denim Jeans (Blue),21,64.99,1364.79
2023-12-05,SKU003,Denim Jeans (Blue),23,64.99,1494.77
2023-12-15,SKU003,Denim Jeans (Blue),25,64.99,1624.75
2023-12-25,SKU003,Denim Jeans (Blue),27,64.99,1754.73
2024-01-05,SKU003,Denim Jeans (Blue),24,64.99,1559.76
2024-01-15,SKU003,Denim Jeans (Blue),22,64.99,1429.78
2024-01-25,SKU003,Denim Jeans (Blue),20,64.99,1299.80
2024-02-05,SKU003,Denim Jeans (Blue),18,64.99,1169.82
2024-02-15,SKU003,Denim Jeans (Blue),16,64.99,1039.84
2024-02-25,SKU003,Denim Jeans (Blue),14,64.99,909.86
2024-03-05,SKU003,Denim Jeans (Blue),15,74.99,1124.85
2024-03-15,SKU003,Denim Jeans (Blue),16,74.99,1199.84
2024-03-25,SKU003,Denim Jeans (Blue),18,74.99,1349.82
2024-04-05,SKU003,Denim Jeans (Blue),20,74.99,1499.80
2024-04-15,SKU003,Denim Jeans (Blue),22,74.99,1649.78
2024-04-25,SKU003,Denim Jeans (Blue),24,74.99,1799.76
2024-05-05,SKU003,Denim Jeans (Blue),26,74.99,1949.74
2024-05-15,SKU003,Denim Jeans (Blue),28,74.99,2099.72
2024-05-25,SKU003,Denim Jeans (Blue),30,74.99,2249.70
2022-01-15,SKU001,Cotton T-Shirt (Black),5,17.99,89.95
2022-02-15,SKU001,Cotton T-Shirt (Black),7,17.99,125.93
2022-03-15,SKU001,Cotton T-Shirt (Black),9,18.99,170.91
2022-04-15,SKU001,Cotton T-Shirt (Black),11,18.99,208.89
2022-05-15,SKU001,Cotton T-Shirt (Black),13,19.99,259.87
2022-06-15,SKU001,Cotton T-Shirt (Black),15,19.99,299.85
2022-07-15,SKU001,Cotton T-Shirt (Black),14,17.99,251.86
2022-08-15,SKU001,Cotton T-Shirt (Black),16,17.99,287.84
2022-09-15,SKU001,Cotton T-Shirt (Black),18,18.99,341.82
2022-10-15,SKU001,Cotton T-Shirt (Black),20,18.99,379.80
2022-11-15,SKU001,Cotton T-Shirt (Black),22,19.99,439.78
2022-12-15,SKU001,Cotton T-Shirt (Black),24,19.99,479.76
2022-01-15,SKU002,Premium Hoodie (Gray),3,37.99,113.97
2022-02-15,SKU002,Premium Hoodie (Gray),4,37.99,151.96
2022-03-15,SKU002,Premium Hoodie (Gray),5,38.99,194.95
2022-04-15,SKU002,Premium Hoodie (Gray),6,38.99,233.94
2022-05-15,SKU002,Premium Hoodie (Gray),7,39.99,279.93
2022-06-15,SKU002,Premium Hoodie (Gray),8,39.99,319.92
2022-07-15,SKU002,Premium Hoodie (Gray),7,37.99,265.93
2022-08-15,SKU002,Premium Hoodie (Gray),8,37.99,303.92
2022-09-15,SKU002,Premium Hoodie (Gray),9,38.99,350.91
2022-10-15,SKU002,Premium Hoodie (Gray),10,38.99,389.90
2022-11-15,SKU002,Premium Hoodie (Gray),11,39.99,439.89
2022-12-15,SKU002,Premium Hoodie (Gray),12,39.99,479.88
2022-01-15,SKU003,Denim Jeans (Blue),2,55.99,111.98
2022-02-15,SKU003,Denim Jeans (Blue),3,55.99,167.97
2022-03-15,SKU003,Denim Jeans (Blue),4,56.99,227.96
2022-04-15,SKU003,Denim Jeans (Blue),5,56.99,284.95
2022-05-15,SKU003,Denim Jeans (Blue),6,59.99,359.94
2022-06-15,SKU003,Denim Jeans (Blue),7,59.99,419.93
2022-07-15,SKU003,Denim Jeans (Blue),6,55.99,335.94
2022-08-15,SKU003,Denim Jeans (Blue),7,55.99,391.93
2022-09-15,SKU003,Denim Jeans (Blue),8,56.99,455.92
2022-10-15,SKU003,Denim Jeans (Blue),9,56.99,512.91
2022-11-15,SKU003,Denim Jeans (Blue),10,59.99,599.90
2022-12-15,SKU003,Denim Jeans (Blue),11,59.99,659.89 
